id	report_type	report_text	activity	hazard	barrier	barrier_status	barrier_failure	sif_potential	sif_level	life_saving_rule	source_type
SYN-09255	UNSAFE_CONDITION	Pump breaker at the pipe rack was locked out but the tag was missing name and date; a second mechanic nearly re-energized it thinking the job was done. Corrective action has been requested.	Maintenance	Stored Energy	LOTO	FAILED	not verified	TRUE	MEDIUM	Energy Isolation	SYNTHETIC
SYN-09256	NEAR_MISS	Vehicle reversed toward a group of workers near the utility yard with no spotter present; workers had to jump clear.	Driving	Line of Fire	Line of Fire	FAILED	bypassed	TRUE	MEDIUM	Line of Fire	SYNTHETIC
SYN-09257	UNSAFE_CONDITION	the crew lead noted poor lighting on the stairs at the south yard, especially during the dusk hours.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09258	UNSAFE_CONDITION	a technician entered a vessel at the maintenance bay to retrieve a tool without requesting gas testing or a permit, during day shift. Corrective action has been requested.	Confined Space Work	Toxic Atmosphere	Gas Testing	FAILED	not performed	TRUE	HIGH	Confined Space	SYNTHETIC
SYN-09259	UNSAFE_CONDITION	An excavation over 5ft deep at the south yard had no shoring or trench box installed while two workers worked inside cutting pipe.	Excavation	Engulfment	Shoring	FAILED	not performed	TRUE	HIGH	Line of Fire	SYNTHETIC
SYN-09260	UNSAFE_CONDITION	Site trailer step at the substation is rusted through and wobbles when stepped on, several employees use it daily.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09261	UNSAFE_CONDITION	Frayed extension cord running through a puddle near the utility yard, insulation exposed in multiple spots. Supervisor was notified on the spot.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09262	NEAR_MISS	a subcontractor crew performed lockout, tested for zero energy with a meter, then verified against a known live source before working on the panel at the compressor shed.	Electrical Work	Electrical Energy	Energy Isolation	EFFECTIVE		FALSE	LOW	Energy Isolation	SYNTHETIC
SYN-09263	UNSAFE_CONDITION	Cutting was carried out near the admin block with no fire watch present and combustible material stacked less than a meter away.	Hot Work	Fire	Fire Watch	FAILED	not performed	TRUE	HIGH	Hot Work	SYNTHETIC
SYN-09264	UNSAFE_CONDITION	Cracked windshield on the site pickup truck reduces visibility, reported by a shift worker during pre-trip inspection at the loading dock.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09265	UNSAFE_CONDITION	a technician flagged a cracked windshield on a site vehicle at the compressor shed during the daily pre-trip check. Supervisor was notified on the spot.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09266	UNSAFE_CONDITION	A loose bolt on the guardrail at Building 12 was identified by a coworker during a scheduled check.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09267	UNSAFE_CONDITION	no harness in use while a technician worked 4m off the deck at the parking structure, lanyard was left hanging unused.	Work at Height	Fall Hazard	Fall Protection	FAILED	not used	TRUE	HIGH	Working at Height	SYNTHETIC
SYN-09268	NEAR_MISS	press brake light curtain at the substation stopped the ram immediately when a technician's hand crossed into the sensing field. No injury occurred.	Maintenance	Moving Machinery	Energy Isolation	EFFECTIVE		FALSE	LOW	Energy Isolation	SYNTHETIC
SYN-09269	UNSAFE_CONDITION	Minor cut sustained by a new hire while clearing a paper jam at the rail siding, treated with basic first aid.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09270	UNSAFE_CONDITION	a rigger walked underneath a 1,200kg load being repositioned at the south yard rather than staying clear of the fall zone.	Lifting	Suspended Load	Line of Fire	FAILED	bypassed	TRUE	MEDIUM	Line of Fire	SYNTHETIC
SYN-09271	UNSAFE_CONDITION	vehicle reversed toward a group of workers near the east process area with no spotter present; workers had to jump clear.	Driving	Line of Fire	Line of Fire	FAILED	bypassed	TRUE	MEDIUM	Line of Fire	SYNTHETIC
SYN-09272	UNSAFE_CONDITION	a coworker spotted a minor oil leak beneath equipment at the south yard with no absorbent materials on hand.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09273	UNSAFE_CONDITION	an operator was using a fall arrest lanyard with a visibly worn stitch pattern while working at 12ft near the admin block.	Work at Height	Fall Hazard	Fall Protection	FAILED	expired	TRUE	MEDIUM	Working at Height	SYNTHETIC
SYN-09274	NEAR_MISS	a technician was seen using a phone while operating a forklift near the admin block, nearly striking a pedestrian at a blind corner.	Driving	Line of Fire	Line of Fire	FAILED	bypassed	TRUE	MEDIUM	Line of Fire	SYNTHETIC
SYN-09275	UNSAFE_CONDITION	a supervisor worked on a panel believed de-energized at the tank farm without testing with a meter first and received a minor shock touching the bus bar.	Electrical Work	Electrical Energy	Energy Isolation	FAILED	not verified	TRUE	HIGH	Energy Isolation	SYNTHETIC
SYN-09276	NEAR_MISS	spotter positioned with clear visibility guided the vehicle reversing near the maintenance bay; stopped it when a worker walked into the path. Work was stopped immediately.	Driving	Moving Machinery	Line of Fire	EFFECTIVE		FALSE	LOW	Line of Fire	SYNTHETIC
SYN-09277	UNSAFE_CONDITION	a contractor tripped over a garden hose left across the walkway near the rail siding, a minor bruise reported.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09278	UNSAFE_CONDITION	a technician sustained a small paper cut while organizing files at the workshop; first aid kit used.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09279	UNSAFE_CONDITION	a supervisor bypassed the machine guard interlock at the site to clear a jam while the conveyor was still running.	Maintenance	Moving Machinery	Energy Isolation	FAILED	bypassed	TRUE	HIGH	Energy Isolation	SYNTHETIC
SYN-09280	UNSAFE_CONDITION	a rigger flagged a cracked windshield on a site vehicle at the substation during the daily pre-trip check.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09281	UNSAFE_CONDITION	a technician reported a corroded, wobbly step on the site trailer at the machine shop.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09282	NEAR_MISS	Crane setup at the admin block was verified with outriggers fully extended and ground mats in place before lifting 500kg; load remained stable throughout.	Lifting	Suspended Load	Safe Mechanical Lifting	EFFECTIVE		FALSE	LOW	Safe Mechanical Lifting	SYNTHETIC
SYN-09283	UNSAFE_CONDITION	Printer paper jam at the utility yard; a contractor cut a finger on the tray edge, minor first aid given.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09284	UNSAFE_CONDITION	a technician was found standing within the swing radius of an excavator actively slewing at Unit 3; the operator did not see him initially.	Excavation	Engulfment	Shoring	FAILED	not performed	TRUE	HIGH	Line of Fire	SYNTHETIC
SYN-09285	NEAR_MISS	Full permit and atmospheric testing were in place for the vault entry at Building 12; oxygen briefly dropped and a supervisor was retrieved immediately without injury.	Confined Space Work	Toxic Atmosphere	Gas Testing	EFFECTIVE		FALSE	LOW	Confined Space	SYNTHETIC
SYN-09286	UNSAFE_CONDITION	Housekeeping issue - cardboard boxes stacked in the main aisle at the plant entrance, a tripping hazard reported by a coworker. This has been flagged to the site HSE team.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09287	UNSAFE_CONDITION	Site trailer step at Dock 4 is rusted through and wobbles when stepped on, several employees use it daily.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09288	UNSAFE_CONDITION	pump breaker at Unit 3 was locked out but the tag was missing name and date; a second mechanic nearly re-energized it thinking the job was done.	Maintenance	Stored Energy	LOTO	FAILED	not verified	TRUE	MEDIUM	Energy Isolation	SYNTHETIC
SYN-09289	UNSAFE_CONDITION	a new hire applied a personal lock at the rail siding but never verified zero energy state before starting work on the gearbox.	Maintenance	Stored Energy	LOTO	FAILED	not verified	TRUE	MEDIUM	Energy Isolation	SYNTHETIC
SYN-09290	UNSAFE_CONDITION	A wobbly handrail near the field office was flagged after a subcontractor crew noticed it moving underhand.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09291	UNSAFE_CONDITION	Loose handrail on the stairwell at the warehouse mezzanine, reported by a rigger who felt it wobble.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09292	UNSAFE_CONDITION	Small oil leak noticed under the generator at the tank farm, no spill kit available nearby. This has been flagged to the site HSE team.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09293	NEAR_MISS	Trench at Building 12 was properly shored with a box and sloped walls per competent-person inspection; minor sidewall crumbling was contained.	Excavation	Engulfment	Shoring	EFFECTIVE		FALSE	LOW	Line of Fire	SYNTHETIC
SYN-09294	UNSAFE_CONDITION	an electrician noticed forklift forks left elevated in a walkway at the admin block, posing a strike hazard. No injury occurred.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09295	UNSAFE_CONDITION	a maintenance mechanic worked on a panel believed de-energized at the east process area without testing with a meter first and received a minor shock touching the bus bar.	Electrical Work	Electrical Energy	Energy Isolation	FAILED	not verified	TRUE	HIGH	Energy Isolation	SYNTHETIC
SYN-09296	UNSAFE_CONDITION	during a crane lift of a 4,500lb load over the rail siding, the tag line was missing and personnel stood directly beneath the load.	Lifting	Suspended Load	Safe Mechanical Lifting	FAILED	not performed	TRUE	HIGH	Safe Mechanical Lifting	SYNTHETIC
SYN-09297	UNSAFE_CONDITION	an electrician used a sling rated below the load weight to lift a 500kg beam at the compressor shed; the sling began fraying mid-lift. Corrective action has been requested.	Lifting	Suspended Load	Safe Mechanical Lifting	FAILED	not performed	TRUE	HIGH	Safe Mechanical Lifting	SYNTHETIC
SYN-09298	UNSAFE_CONDITION	a contractor flagged a cracked windshield on a site vehicle at the warehouse mezzanine during the daily pre-trip check.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09299	UNSAFE_CONDITION	permit for tank entry at the workshop was signed but no continuous atmospheric monitoring was actually running once an operator was inside.	Confined Space Work	Toxic Atmosphere	Gas Testing	FAILED	not verified	TRUE	MEDIUM	Confined Space	SYNTHETIC
SYN-09300	NEAR_MISS	Vehicle reversed toward a group of workers near the site with no spotter present; workers had to jump clear.	Driving	Line of Fire	Line of Fire	FAILED	bypassed	TRUE	MEDIUM	Line of Fire	SYNTHETIC
SYN-09301	NEAR_MISS	Shift handover at the machine shop included verbal and written confirmation of LOTO status; the incoming mechanic double-checked isolation before starting. Supervisor was notified on the spot.	Maintenance	Stored Energy	LOTO	EFFECTIVE		FALSE	LOW	Energy Isolation	SYNTHETIC
SYN-09302	UNSAFE_CONDITION	an operator worked on a panel believed de-energized at the workshop without testing with a meter first and received a minor shock touching the bus bar.	Electrical Work	Electrical Energy	Energy Isolation	FAILED	not verified	TRUE	HIGH	Energy Isolation	SYNTHETIC
SYN-09303	UNSAFE_CONDITION	Water fountain leaking near the loading dock, creating a small puddle on the tile floor. No injury occurred.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09304	NEAR_MISS	vehicle reversed toward a group of workers near the admin block with no spotter present; workers had to jump clear.	Driving	Line of Fire	Line of Fire	FAILED	bypassed	TRUE	MEDIUM	Line of Fire	SYNTHETIC
SYN-09305	UNSAFE_CONDITION	a technician racked in a breaker at Unit 3 believing downstream equipment was isolated; no LOTO tags or locks had been applied by the previous crew.	Electrical Work	Electrical Energy	Energy Isolation	FAILED	not verified	TRUE	HIGH	Energy Isolation	SYNTHETIC
SYN-09306	UNSAFE_CONDITION	Inspection tag on the harness used by two workers at the compressor shed had expired three months ago and was still in service at 20ft.	Work at Height	Fall Hazard	Fall Protection	FAILED	expired	TRUE	MEDIUM	Working at Height	SYNTHETIC
SYN-09307	UNSAFE_CONDITION	Welding was performed on a drum believed empty at Building 12 without testing the atmosphere; residual flammable vapor was later found inside.	Hot Work	Fire	Fire Watch	FAILED	not performed	TRUE	HIGH	Hot Work	SYNTHETIC
SYN-09308	UNSAFE_CONDITION	a coworker reported a corroded, wobbly step on the site trailer at Line 2.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09309	UNSAFE_CONDITION	an auditor doing a walkthrough found a damaged extension cord lying in standing water near the fabrication shop.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09310	NEAR_MISS	Confined space entry at the pipe rack followed the complete permit process; attendant outside noticed a rigger feeling lightheaded and initiated evacuation per the rescue plan.	Confined Space Work	Toxic Atmosphere	Gas Testing	EFFECTIVE		FALSE	LOW	Confined Space	SYNTHETIC
SYN-09311	UNSAFE_CONDITION	the crew lead began hot work on a fuel line at the utility yard without a fire watch posted or gas testing near storage tanks.	Hot Work	Fire	Fire Watch	FAILED	not performed	TRUE	HIGH	Hot Work	SYNTHETIC
SYN-09312	UNSAFE_CONDITION	Fluorescent light flickering in the hallway at Unit 3, reported as a minor annoyance by the crew lead.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09313	NEAR_MISS	a new hire remained fully connected to the anchor point throughout the task at 10m; system functioned as intended during a gust of wind.	Work at Height	Fall Hazard	Fall Protection	EFFECTIVE		FALSE	LOW	Working at Height	SYNTHETIC
SYN-09314	UNSAFE_CONDITION	Cutting was carried out near the machine shop with no fire watch present and combustible material stacked less than a meter away.	Hot Work	Fire	Fire Watch	FAILED	not performed	TRUE	HIGH	Hot Work	SYNTHETIC
SYN-09315	UNSAFE_CONDITION	a technician reported a corroded, wobbly step on the site trailer at the east process area.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09316	UNSAFE_CONDITION	Uneven pavement outside the entrance at the machine shop has become a repeated stumbling point for staff.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09317	NEAR_MISS	Crane setup at the loading dock was verified with outriggers fully extended and ground mats in place before lifting 1,200kg; load remained stable throughout. Area has since been addressed.	Lifting	Suspended Load	Safe Mechanical Lifting	EFFECTIVE		FALSE	LOW	Safe Mechanical Lifting	SYNTHETIC
SYN-09318	UNSAFE_CONDITION	a hose left stretched across the walkway at the admin block caused a technician to stumble slightly. Area has since been addressed.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09319	UNSAFE_CONDITION	Warehouse shelving at the substation observed leaning and overloaded above the recommended weight limit.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09320	UNSAFE_CONDITION	Dim lighting reported in the stairwell at the utility yard, making the steps hard to see at night.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09321	UNSAFE_CONDITION	An excavation over 5ft deep at the boiler room had no shoring or trench box installed while a rigger worked inside cutting pipe. This has been flagged to the site HSE team.	Excavation	Engulfment	Shoring	FAILED	not performed	TRUE	HIGH	Line of Fire	SYNTHETIC
SYN-09322	UNSAFE_CONDITION	two workers applied a personal lock at Line 2 but never verified zero energy state before starting work on the gearbox.	Maintenance	Stored Energy	LOTO	FAILED	not verified	TRUE	MEDIUM	Energy Isolation	SYNTHETIC
SYN-09323	UNSAFE_CONDITION	Printer paper jam at the rail siding; an operator cut a finger on the tray edge, minor first aid given.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09324	UNSAFE_CONDITION	the crew lead climbed into the tank at Unit 3 to check for residue without any pre-entry gas test, relying only on visual judgment.	Confined Space Work	Toxic Atmosphere	Gas Testing	FAILED	not performed	TRUE	HIGH	Confined Space	SYNTHETIC
SYN-09325	UNSAFE_CONDITION	coffee spill in the break room at the loading dock not cleaned up promptly, no wet floor sign placed.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09326	UNSAFE_CONDITION	Permit for tank entry at Building 12 was signed but no continuous atmospheric monitoring was actually running once a technician was inside. No injury occurred.	Confined Space Work	Toxic Atmosphere	Gas Testing	FAILED	not verified	TRUE	MEDIUM	Confined Space	SYNTHETIC
SYN-09327	NEAR_MISS	Spotter positioned with clear visibility guided the vehicle reversing near Line 2; stopped it when a worker walked into the path.	Driving	Moving Machinery	Line of Fire	EFFECTIVE		FALSE	LOW	Line of Fire	SYNTHETIC
SYN-09328	UNSAFE_CONDITION	a coworker spotted a minor oil leak beneath equipment at Unit 3 with no absorbent materials on hand.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09329	UNSAFE_CONDITION	a technician noticed a pallet jack veering due to a damaged wheel at the workshop and pulled it from service.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09330	UNSAFE_CONDITION	welding was performed on a drum believed empty at the plant entrance without testing the atmosphere; residual flammable vapor was later found inside.	Hot Work	Fire	Fire Watch	FAILED	not performed	TRUE	HIGH	Hot Work	SYNTHETIC
SYN-09331	UNSAFE_CONDITION	a contractor worked on a panel believed de-energized at the field office without testing with a meter first and received a minor shock touching the bus bar.	Electrical Work	Electrical Energy	Energy Isolation	FAILED	not verified	TRUE	HIGH	Energy Isolation	SYNTHETIC
SYN-09332	UNSAFE_CONDITION	a supervisor walked underneath a 500kg load being repositioned at the water treatment area rather than staying clear of the fall zone.	Lifting	Suspended Load	Line of Fire	FAILED	bypassed	TRUE	MEDIUM	Line of Fire	SYNTHETIC
SYN-09333	UNSAFE_CONDITION	a flickering light fixture near the field office was logged by an electrician for maintenance follow-up.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09334	UNSAFE_CONDITION	a new hire began hot work on a fuel line at Building 7 without a fire watch posted or gas testing near storage tanks.	Hot Work	Fire	Fire Watch	FAILED	not performed	TRUE	HIGH	Hot Work	SYNTHETIC
SYN-09335	UNSAFE_CONDITION	a contractor was using a fall arrest lanyard with a visibly worn stitch pattern while working at 10m near the pipe rack.	Work at Height	Fall Hazard	Fall Protection	FAILED	expired	TRUE	MEDIUM	Working at Height	SYNTHETIC
SYN-09336	UNSAFE_CONDITION	a technician began hot work on a fuel line at the fabrication shop without a fire watch posted or gas testing near storage tanks. This has been flagged to the site HSE team.	Hot Work	Fire	Fire Watch	FAILED	not performed	TRUE	HIGH	Hot Work	SYNTHETIC
SYN-09337	UNSAFE_CONDITION	the crew lead flagged a cracked windshield on a site vehicle at Line 2 during the daily pre-trip check.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09338	UNSAFE_CONDITION	A flickering light fixture near Unit 3 was logged by the crew lead for maintenance follow-up.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09339	UNSAFE_CONDITION	Frayed extension cord running through a puddle near the loading dock, insulation exposed in multiple spots.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09340	UNSAFE_CONDITION	a supervisor entered a vessel at the compressor shed to retrieve a tool without requesting gas testing or a permit. Corrective action has been requested.	Confined Space Work	Toxic Atmosphere	Gas Testing	FAILED	not performed	TRUE	HIGH	Confined Space	SYNTHETIC
SYN-09341	UNSAFE_CONDITION	a supervisor was found working at 20ft elevation without a harness clipped to any anchor point. This has been flagged to the site HSE team.	Work at Height	Fall Hazard	Fall Protection	FAILED	not used	TRUE	HIGH	Working at Height	SYNTHETIC
SYN-09342	UNSAFE_CONDITION	a welder climbed into the tank at the workshop to check for residue without any pre-entry gas test, relying only on visual judgment. No injury occurred.	Confined Space Work	Toxic Atmosphere	Gas Testing	FAILED	not performed	TRUE	HIGH	Confined Space	SYNTHETIC
SYN-09343	UNSAFE_CONDITION	a subcontractor crew worked on a panel believed de-energized at the maintenance bay without testing with a meter first and received a minor shock touching the bus bar. Supervisor was notified on the spot.	Electrical Work	Electrical Energy	Energy Isolation	FAILED	not verified	TRUE	HIGH	Energy Isolation	SYNTHETIC
SYN-09344	UNSAFE_CONDITION	Minor chemical drip from an unmarked container was noted at the warehouse mezzanine during a routine walk-around.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09345	UNSAFE_CONDITION	a maintenance mechanic racked in a breaker at Building 7 believing downstream equipment was isolated; no LOTO tags or locks had been applied by the previous crew. Work was stopped immediately.	Electrical Work	Electrical Energy	Energy Isolation	FAILED	not verified	TRUE	HIGH	Energy Isolation	SYNTHETIC
SYN-09346	UNSAFE_CONDITION	During a crane lift of a 4,500lb load over the utility yard, the tag line was missing and personnel stood directly beneath the load.	Lifting	Suspended Load	Safe Mechanical Lifting	FAILED	not performed	TRUE	HIGH	Safe Mechanical Lifting	SYNTHETIC
SYN-09347	UNSAFE_CONDITION	another crew member flagged overloaded shelving units leaning slightly at the plant entrance.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09348	UNSAFE_CONDITION	a supervisor noticed a pallet jack veering due to a damaged wheel at the machine shop and pulled it from service. Work was stopped immediately.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09349	UNSAFE_CONDITION	a coworker flagged overloaded shelving units leaning slightly at the pipe rack.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09350	UNSAFE_CONDITION	a technician bypassed the machine guard interlock at the boiler room to clear a jam while the conveyor was still running.	Maintenance	Moving Machinery	Energy Isolation	FAILED	bypassed	TRUE	HIGH	Energy Isolation	SYNTHETIC
SYN-09351	UNSAFE_CONDITION	a new hire reported a mild headache after working near an idling generator in a poorly ventilated shed at the workshop. Corrective action has been requested.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09352	UNSAFE_CONDITION	a passing supervisor found a damaged extension cord lying in standing water near the boiler room. Area has since been addressed.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09353	UNSAFE_CONDITION	Repetitive lifting at Unit 3 without mechanical assistance led the crew lead to report shoulder discomfort.	Operations	Ergonomic		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09354	UNSAFE_CONDITION	a contractor applied a personal lock at the boiler room but never verified zero energy state before starting work on the gearbox.	Maintenance	Stored Energy	LOTO	FAILED	not verified	TRUE	MEDIUM	Energy Isolation	SYNTHETIC
SYN-09355	UNSAFE_CONDITION	a new hire was observed on a platform 4m up with no fall arrest system connected at all. No injury occurred.	Work at Height	Fall Hazard	Fall Protection	FAILED	not used	TRUE	HIGH	Working at Height	SYNTHETIC
SYN-09356	UNSAFE_CONDITION	Vehicle reversed toward a group of workers near the parking structure with no spotter present; workers had to jump clear.	Driving	Line of Fire	Line of Fire	FAILED	bypassed	TRUE	MEDIUM	Line of Fire	SYNTHETIC
SYN-09357	NEAR_MISS	Hot work permit at the plant entrance required atmosphere testing before cutting a drum; flammable vapor was detected and work stopped until the drum was purged.	Hot Work	Fire	Fire Watch	EFFECTIVE		FALSE	LOW	Hot Work	SYNTHETIC
SYN-09358	UNSAFE_CONDITION	cutting was carried out near Dock 4 with no fire watch present and combustible material stacked less than a meter away.	Hot Work	Fire	Fire Watch	FAILED	not performed	TRUE	HIGH	Hot Work	SYNTHETIC
SYN-09359	UNSAFE_CONDITION	welding was performed on a drum believed empty at the fabrication shop without testing the atmosphere; residual flammable vapor was later found inside.	Hot Work	Fire	Fire Watch	FAILED	not performed	TRUE	HIGH	Hot Work	SYNTHETIC
SYN-09360	UNSAFE_CONDITION	Icy patch near the entrance at the utility yard was not salted in time, a passing supervisor nearly lost footing.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09361	UNSAFE_CONDITION	a visiting inspector spotted a minor oil leak beneath equipment at Building 12 with no absorbent materials on hand.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09362	UNSAFE_CONDITION	a shift worker was found working at 12ft elevation without a harness clipped to any anchor point, on night shift.	Work at Height	Fall Hazard	Fall Protection	FAILED	not used	TRUE	HIGH	Working at Height	SYNTHETIC
SYN-09363	UNSAFE_CONDITION	a contractor was using a fall arrest lanyard with a visibly worn stitch pattern while working at 5 stories near the machine shop.	Work at Height	Fall Hazard	Fall Protection	FAILED	expired	TRUE	MEDIUM	Working at Height	SYNTHETIC
SYN-09364	UNSAFE_CONDITION	two riggers positioned themselves directly under a 3,000lb suspended load at the north tank farm to adjust the sling angle instead of using tag lines.	Lifting	Suspended Load	Line of Fire	FAILED	bypassed	TRUE	MEDIUM	Line of Fire	SYNTHETIC
SYN-09365	NEAR_MISS	The conveyor at the north tank farm was stopped, locked out, and verified de-energized before a new hire accessed it to clear a jam.	Maintenance	Moving Machinery	Energy Isolation	EFFECTIVE		FALSE	LOW	Energy Isolation	SYNTHETIC
SYN-09366	NEAR_MISS	The conveyor at the machine shop was stopped, locked out, and verified de-energized before a subcontractor crew accessed it to clear a jam.	Maintenance	Moving Machinery	Energy Isolation	EFFECTIVE		FALSE	LOW	Energy Isolation	SYNTHETIC
SYN-09367	UNSAFE_CONDITION	a coworker discovered a leaking drum with no label near Unit 3; no spill kit had been deployed.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09368	UNSAFE_CONDITION	an operator worked on a panel believed de-energized at the compressor shed without testing with a meter first and received a minor shock touching the bus bar. No injury occurred.	Electrical Work	Electrical Energy	Energy Isolation	FAILED	not verified	TRUE	HIGH	Energy Isolation	SYNTHETIC
SYN-09369	NEAR_MISS	Driver stopped fully at the the substation intersection despite obscured signage, avoiding a collision with an oncoming truck. Corrective action has been requested.	Driving	Moving Machinery	Line of Fire	EFFECTIVE		FALSE	LOW	Line of Fire	SYNTHETIC
SYN-09370	NEAR_MISS	LOTO was applied and verified with a zero-energy check before opening the gearbox cover at Building 12; no incident occurred.	Maintenance	Stored Energy	LOTO	EFFECTIVE		FALSE	LOW	Energy Isolation	SYNTHETIC
SYN-09371	NEAR_MISS	Utility locate and x-ray scan were performed on the wall at the plant entrance before drilling; a live conduit was identified and the drilling location adjusted. Supervisor was notified on the spot.	Electrical Work	Electrical Energy	Energy Isolation	EFFECTIVE		FALSE	LOW	Energy Isolation	SYNTHETIC
SYN-09372	UNSAFE_CONDITION	dim lighting reported in the stairwell at the east process area, making the steps hard to see at night.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09373	UNSAFE_CONDITION	an electrician walked underneath a 1,200kg load being repositioned at the warehouse mezzanine rather than staying clear of the fall zone.	Lifting	Suspended Load	Line of Fire	FAILED	bypassed	TRUE	MEDIUM	Line of Fire	SYNTHETIC
SYN-09374	UNSAFE_CONDITION	the shift lead noticed a leaking fixture near the fabrication shop pooling water on the floor. This has been flagged to the site HSE team.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09375	UNSAFE_CONDITION	a subcontractor crew was using a fall arrest lanyard with a visibly worn stitch pattern while working at 5 stories near the compressor shed.	Work at Height	Fall Hazard	Fall Protection	FAILED	expired	TRUE	MEDIUM	Working at Height	SYNTHETIC
SYN-09376	UNSAFE_CONDITION	Repetitive lifting at the pipe rack without mechanical assistance led a subcontractor crew to report shoulder discomfort, during the morning handover.	Operations	Ergonomic		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09377	UNSAFE_CONDITION	Rigging inspection was skipped before lifting a 800kg load near the machine shop; a worn shackle pin was later discovered. No injury occurred.	Lifting	Suspended Load	Safe Mechanical Lifting	FAILED	not performed	TRUE	HIGH	Safe Mechanical Lifting	SYNTHETIC
SYN-09378	UNSAFE_CONDITION	A flickering light fixture near the machine shop was logged by an operator for maintenance follow-up. Work was stopped immediately.	Operations			UNKNOWN		FALSE	NON_SIF		SYNTHETIC
SYN-09379	UNSAFE_CONDITION	a technician applied a personal lock at the admin block but never verified zero energy state before starting work on the gearbox.	Maintenance	Stored Energy	LOTO	FAILED	not verified	TRUE	MEDIUM	Energy Isolation	SYNTHETIC
SYN-09380	UNSAFE_CONDITION	a hose left stretched across the walkway at the south yard caused a new hire to stumble slightly. Supervisor was notified on the spot.	Operations	Slip/Trip		UNKNOWN		FALSE	NON_SIF		SYNTHETIC
