id,report_type,report_text,activity,hazard,barrier,barrier_status,barrier_failure,sif_potential,sif_level,life_saving_rule,source_type
SYN-0432,NEAR_MISS,Energy isolation was verified and documented before scheduled maintenance. Prototype record 432.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0433,UNSAFE_CONDITION,Technician started maintenance on the pump before energy isolation was verified. Prototype record 433.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0434,NEAR_MISS,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 434.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0435,NEAR_MISS,Worker stood below a suspended load during crane lifting without barricading. Prototype record 435.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0436,UNSAFE_CONDITION,The designated walkway was cleaned after routine material handling. Prototype record 436.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0437,NEAR_MISS,Operator bypassed the rotating equipment interlock during operations. Prototype record 437.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0438,NEAR_MISS,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 438.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0439,UNSAFE_CONDITION,Worker used ladder at height without fall protection. Prototype record 439.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0440,NEAR_MISS,Energy isolation was verified and documented before scheduled maintenance. Prototype record 440.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0441,NEAR_MISS,Technician started maintenance on the pump before energy isolation was verified. Prototype record 441.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0442,UNSAFE_CONDITION,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 442.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0443,NEAR_MISS,Worker stood below a suspended load during crane lifting without barricading. Prototype record 443.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0444,NEAR_MISS,The designated walkway was cleaned after routine material handling. Prototype record 444.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0445,UNSAFE_CONDITION,Operator bypassed the rotating equipment interlock during operations. Prototype record 445.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0446,NEAR_MISS,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 446.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0447,NEAR_MISS,Worker used ladder at height without fall protection. Prototype record 447.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0448,UNSAFE_CONDITION,Energy isolation was verified and documented before scheduled maintenance. Prototype record 448.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0449,NEAR_MISS,Technician started maintenance on the pump before energy isolation was verified. Prototype record 449.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0450,NEAR_MISS,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 450.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0451,UNSAFE_CONDITION,Worker stood below a suspended load during crane lifting without barricading. Prototype record 451.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0452,NEAR_MISS,The designated walkway was cleaned after routine material handling. Prototype record 452.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0453,NEAR_MISS,Operator bypassed the rotating equipment interlock during operations. Prototype record 453.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0454,UNSAFE_CONDITION,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 454.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0455,NEAR_MISS,Worker used ladder at height without fall protection. Prototype record 455.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0456,NEAR_MISS,Energy isolation was verified and documented before scheduled maintenance. Prototype record 456.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0457,UNSAFE_CONDITION,Technician started maintenance on the pump before energy isolation was verified. Prototype record 457.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0458,NEAR_MISS,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 458.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0459,NEAR_MISS,Worker stood below a suspended load during crane lifting without barricading. Prototype record 459.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0460,UNSAFE_CONDITION,The designated walkway was cleaned after routine material handling. Prototype record 460.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0461,NEAR_MISS,Operator bypassed the rotating equipment interlock during operations. Prototype record 461.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0462,NEAR_MISS,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 462.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0463,UNSAFE_CONDITION,Worker used ladder at height without fall protection. Prototype record 463.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0464,NEAR_MISS,Energy isolation was verified and documented before scheduled maintenance. Prototype record 464.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0465,NEAR_MISS,Technician started maintenance on the pump before energy isolation was verified. Prototype record 465.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0466,UNSAFE_CONDITION,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 466.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0467,NEAR_MISS,Worker stood below a suspended load during crane lifting without barricading. Prototype record 467.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0468,NEAR_MISS,The designated walkway was cleaned after routine material handling. Prototype record 468.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0469,UNSAFE_CONDITION,Operator bypassed the rotating equipment interlock during operations. Prototype record 469.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0470,NEAR_MISS,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 470.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0471,NEAR_MISS,Worker used ladder at height without fall protection. Prototype record 471.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0472,UNSAFE_CONDITION,Energy isolation was verified and documented before scheduled maintenance. Prototype record 472.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0473,NEAR_MISS,Technician started maintenance on the pump before energy isolation was verified. Prototype record 473.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0474,NEAR_MISS,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 474.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0475,UNSAFE_CONDITION,Worker stood below a suspended load during crane lifting without barricading. Prototype record 475.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0476,NEAR_MISS,The designated walkway was cleaned after routine material handling. Prototype record 476.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0477,NEAR_MISS,Operator bypassed the rotating equipment interlock during operations. Prototype record 477.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0478,UNSAFE_CONDITION,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 478.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0479,NEAR_MISS,Worker used ladder at height without fall protection. Prototype record 479.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0480,NEAR_MISS,Energy isolation was verified and documented before scheduled maintenance. Prototype record 480.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0481,UNSAFE_CONDITION,Technician started maintenance on the pump before energy isolation was verified. Prototype record 481.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0482,NEAR_MISS,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 482.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0483,NEAR_MISS,Worker stood below a suspended load during crane lifting without barricading. Prototype record 483.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0484,UNSAFE_CONDITION,The designated walkway was cleaned after routine material handling. Prototype record 484.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0485,NEAR_MISS,Operator bypassed the rotating equipment interlock during operations. Prototype record 485.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0486,NEAR_MISS,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 486.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0487,UNSAFE_CONDITION,Worker used ladder at height without fall protection. Prototype record 487.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0488,NEAR_MISS,Energy isolation was verified and documented before scheduled maintenance. Prototype record 488.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0489,NEAR_MISS,Technician started maintenance on the pump before energy isolation was verified. Prototype record 489.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0490,UNSAFE_CONDITION,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 490.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0491,NEAR_MISS,Worker stood below a suspended load during crane lifting without barricading. Prototype record 491.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0492,NEAR_MISS,The designated walkway was cleaned after routine material handling. Prototype record 492.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0493,UNSAFE_CONDITION,Operator bypassed the rotating equipment interlock during operations. Prototype record 493.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0494,NEAR_MISS,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 494.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0495,NEAR_MISS,Worker used ladder at height without fall protection. Prototype record 495.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0496,UNSAFE_CONDITION,Energy isolation was verified and documented before scheduled maintenance. Prototype record 496.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0497,NEAR_MISS,Technician started maintenance on the pump before energy isolation was verified. Prototype record 497.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0498,NEAR_MISS,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 498.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0499,UNSAFE_CONDITION,Worker stood below a suspended load during crane lifting without barricading. Prototype record 499.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0500,NEAR_MISS,The designated walkway was cleaned after routine material handling. Prototype record 500.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0501,NEAR_MISS,Operator bypassed the rotating equipment interlock during operations. Prototype record 501.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0502,UNSAFE_CONDITION,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 502.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0503,NEAR_MISS,Worker used ladder at height without fall protection. Prototype record 503.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0504,NEAR_MISS,Energy isolation was verified and documented before scheduled maintenance. Prototype record 504.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0505,UNSAFE_CONDITION,Technician started maintenance on the pump before energy isolation was verified. Prototype record 505.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0506,NEAR_MISS,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 506.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0507,NEAR_MISS,Worker stood below a suspended load during crane lifting without barricading. Prototype record 507.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0508,UNSAFE_CONDITION,The designated walkway was cleaned after routine material handling. Prototype record 508.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0509,NEAR_MISS,Operator bypassed the rotating equipment interlock during operations. Prototype record 509.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0510,NEAR_MISS,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 510.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0511,UNSAFE_CONDITION,Worker used ladder at height without fall protection. Prototype record 511.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0512,NEAR_MISS,Energy isolation was verified and documented before scheduled maintenance. Prototype record 512.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0513,NEAR_MISS,Technician started maintenance on the pump before energy isolation was verified. Prototype record 513.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0514,UNSAFE_CONDITION,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 514.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0515,NEAR_MISS,Worker stood below a suspended load during crane lifting without barricading. Prototype record 515.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0516,NEAR_MISS,The designated walkway was cleaned after routine material handling. Prototype record 516.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0517,UNSAFE_CONDITION,Operator bypassed the rotating equipment interlock during operations. Prototype record 517.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0518,NEAR_MISS,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 518.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0519,NEAR_MISS,Worker used ladder at height without fall protection. Prototype record 519.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0520,UNSAFE_CONDITION,Energy isolation was verified and documented before scheduled maintenance. Prototype record 520.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0521,NEAR_MISS,Technician started maintenance on the pump before energy isolation was verified. Prototype record 521.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0522,NEAR_MISS,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 522.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0523,UNSAFE_CONDITION,Worker stood below a suspended load during crane lifting without barricading. Prototype record 523.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0524,NEAR_MISS,The designated walkway was cleaned after routine material handling. Prototype record 524.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0525,NEAR_MISS,Operator bypassed the rotating equipment interlock during operations. Prototype record 525.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0526,UNSAFE_CONDITION,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 526.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0527,NEAR_MISS,Worker used ladder at height without fall protection. Prototype record 527.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0528,NEAR_MISS,Energy isolation was verified and documented before scheduled maintenance. Prototype record 528.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0529,UNSAFE_CONDITION,Technician started maintenance on the pump before energy isolation was verified. Prototype record 529.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0530,NEAR_MISS,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 530.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0531,NEAR_MISS,Worker stood below a suspended load during crane lifting without barricading. Prototype record 531.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0532,UNSAFE_CONDITION,The designated walkway was cleaned after routine material handling. Prototype record 532.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0533,NEAR_MISS,Operator bypassed the rotating equipment interlock during operations. Prototype record 533.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0534,NEAR_MISS,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 534.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0535,UNSAFE_CONDITION,Worker used ladder at height without fall protection. Prototype record 535.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0536,NEAR_MISS,Energy isolation was verified and documented before scheduled maintenance. Prototype record 536.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0537,NEAR_MISS,Technician started maintenance on the pump before energy isolation was verified. Prototype record 537.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0538,UNSAFE_CONDITION,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 538.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0539,NEAR_MISS,Worker stood below a suspended load during crane lifting without barricading. Prototype record 539.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0540,NEAR_MISS,The designated walkway was cleaned after routine material handling. Prototype record 540.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0541,UNSAFE_CONDITION,Operator bypassed the rotating equipment interlock during operations. Prototype record 541.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0542,NEAR_MISS,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 542.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0543,NEAR_MISS,Worker used ladder at height without fall protection. Prototype record 543.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0544,UNSAFE_CONDITION,Energy isolation was verified and documented before scheduled maintenance. Prototype record 544.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0545,NEAR_MISS,Technician started maintenance on the pump before energy isolation was verified. Prototype record 545.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0546,NEAR_MISS,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 546.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0547,UNSAFE_CONDITION,Worker stood below a suspended load during crane lifting without barricading. Prototype record 547.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0548,NEAR_MISS,The designated walkway was cleaned after routine material handling. Prototype record 548.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0549,NEAR_MISS,Operator bypassed the rotating equipment interlock during operations. Prototype record 549.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0550,UNSAFE_CONDITION,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 550.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0551,NEAR_MISS,Worker used ladder at height without fall protection. Prototype record 551.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0552,NEAR_MISS,Energy isolation was verified and documented before scheduled maintenance. Prototype record 552.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0553,UNSAFE_CONDITION,Technician started maintenance on the pump before energy isolation was verified. Prototype record 553.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0554,NEAR_MISS,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 554.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0555,NEAR_MISS,Worker stood below a suspended load during crane lifting without barricading. Prototype record 555.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0556,UNSAFE_CONDITION,The designated walkway was cleaned after routine material handling. Prototype record 556.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0557,NEAR_MISS,Operator bypassed the rotating equipment interlock during operations. Prototype record 557.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0558,NEAR_MISS,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 558.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0559,UNSAFE_CONDITION,Worker used ladder at height without fall protection. Prototype record 559.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0560,NEAR_MISS,Energy isolation was verified and documented before scheduled maintenance. Prototype record 560.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0561,NEAR_MISS,Technician started maintenance on the pump before energy isolation was verified. Prototype record 561.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0562,UNSAFE_CONDITION,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 562.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0563,NEAR_MISS,Worker stood below a suspended load during crane lifting without barricading. Prototype record 563.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0564,NEAR_MISS,The designated walkway was cleaned after routine material handling. Prototype record 564.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0565,UNSAFE_CONDITION,Operator bypassed the rotating equipment interlock during operations. Prototype record 565.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0566,NEAR_MISS,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 566.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0567,NEAR_MISS,Worker used ladder at height without fall protection. Prototype record 567.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
SYN-0568,UNSAFE_CONDITION,Energy isolation was verified and documented before scheduled maintenance. Prototype record 568.,Maintenance,Stored Energy,Energy Isolation,EFFECTIVE,,false,LOW,Energy Isolation,SYNTHETIC
SYN-0569,NEAR_MISS,Technician started maintenance on the pump before energy isolation was verified. Prototype record 569.,Maintenance,Stored Energy,Energy Isolation,FAILED,not verified,true,HIGH,Energy Isolation,SYNTHETIC
SYN-0570,NEAR_MISS,Maintenance activity occurred near equipment and the supervisor recorded the observation. Prototype record 570.,Maintenance,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0571,UNSAFE_CONDITION,Worker stood below a suspended load during crane lifting without barricading. Prototype record 571.,Lifting,Suspended Load,Barricading,FAILED,not used,true,HIGH,Line of Fire,SYNTHETIC
SYN-0572,NEAR_MISS,The designated walkway was cleaned after routine material handling. Prototype record 572.,Material Handling,,,UNKNOWN,,false,NON_SIF,,SYNTHETIC
SYN-0573,NEAR_MISS,Operator bypassed the rotating equipment interlock during operations. Prototype record 573.,Operations,Moving Machinery,Authorization,FAILED,bypassed,true,HIGH,Bypassing Safety Controls,SYNTHETIC
SYN-0574,UNSAFE_CONDITION,Approved lifting plan was reviewed by the competent person before the lift. Prototype record 574.,Lifting,Suspended Load,Lifting Plan,EFFECTIVE,,false,LOW,Safe Mechanical Lifting,SYNTHETIC
SYN-0575,NEAR_MISS,Worker used ladder at height without fall protection. Prototype record 575.,Work at Height,Fall Hazard,Fall Protection,FAILED,not used,true,HIGH,Working at Height,SYNTHETIC
